SampleID,cluster,bodymass,host_scientific_name,digestive_habitat_type,diet,surrounding_habitat,country,host_order,host_kingdom,host_phylum,host_class,host_family,host_genus,country,elevation_m,additional_microbial_habitat_info,lifestage,captive_wild,sampling_month,trophic_diet,preservation_method,extraction_method,biogeo_realm,PD_whole_tree,chao1,shannon,simpson,observed_otus,host_phylogeny_nDMSproxy,FID,latitiude,longitude,Site_ID,Bio1_2_5min,Bio2_2_5min,Bio3_2_5min,Bio4_2_5min,Bio5_2_5min,Bio6_2_5min,Bio7_2_5min,Bio8_2_5min,Bio9_2_5min,Bio10_2_5min,Bio11_2_5min,Bio12_2_5min,Bio13_2_5min,Bio14_2_5min,Bio15_2_5min,Bio16_2_5min,Bio17_2_5min,Bio18_2_5min,Bio19_2_5min,Vegetation_density,terrain_complexity,NDVI_Modis_1_mar.2018,Immune_Complexity_Ordinal,Immune_Complexity_Binary
1056.Myr.tri.Seat.1.07C04,3,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,23.95229,115.0625,4.316445482,0.903902,80,-0.278,7643,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Myr.tri.Seat.21.04K01,3,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,12.3784,47,2.579682277,0.669366,32,-0.278,7654,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1774.258.Inte.Puer,3,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,adult,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,21.96469,86.375,4.677621124,0.936152,65,-0.278,5280,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
1774.451.Inte.Puer,3,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,juvenile_pupae,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,17.3001,46,3.639822076,0.86341,37,-0.278,5425,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
1774.187.Inte.Puer,3,medium,homo sapiens,fecal,omnivore,terrestrial,puerto rico,primates,animalia,chordata,mammalia,hominidae,homo,puerto rico,8,feces,juvenile_pupae,wild,NA,2,direct_freeze,DNeasy Powersoil,neotropic,28.22647,185.0769231,5.71911786,0.96769,122,-0.278,5236,18.47,-66.11,64,26.57138317,8.544051229,73.72505749,121.3407667,32.15670255,20.56820861,11.58849394,27.37679907,25.04444936,27.89683887,25.04444936,1597.793594,177.8754448,68.42704626,28.2678474,480.5053381,242.1779359,471.4911032,242.1779359,NA,2.6875,137,9,Adaptive
550.L1S118.s.1.sequence,3,medium,homo sapiens,fecal,omnivore,terrestrial,usa,primates,animalia,chordata,mammalia,hominidae,homo,usa,1624,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,nearctic,20.83471,98.2,3.474282625,0.763052,73,-0.278,2130,40.015,-105.271,85,9.692988353,15.6975107,41.12177563,828.1047083,28.82845219,-9.344931913,38.1733841,13.30567306,0.07164539,20.38000202,0.07164539,475.6224,71.67232,16,43.60437942,184.62752,52.46656,136.71936,52.46656,35,37603.30078,98,9,Adaptive
1774.31Fecal23.10.09,3,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,40.00505,243.3703704,5.338295332,0.916138,159,-0.278,6803,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
1774.64Fecal24.10.09,3,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,15.91457,74.25,2.877660946,0.792892,36,-0.278,6853,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
1774.35Fecal23.10.09,3,medium,homo sapiens,fecal,omnivore,terrestrial,venezuela,primates,animalia,chordata,mammalia,hominidae,homo,venezuela,158,feces,NA,wild,october,2,direct_freeze,DNeasy Powersoil,neotropic,20.65562,78,4.411110951,0.9059,61,-0.278,6807,2.4153,-64.9144,40,26.72459697,9.834159097,82.48972211,40.21757034,32.49943241,20.57774809,11.92168432,26.21628082,26.95318168,27.07546709,26.14035779,2432.373051,349.668247,106.7488,36.94626571,923.0091098,369.4795686,516.4176627,801.3321216,100,83.1110992,237,9,Adaptive
963.Iguana.14.053010.BCO.vial.190,3,medium,iguana iguana,fecal,herbivore,terrestrial,panama,squamata,animalia,chordata,reptilia,iguanidae,iguana,panama,57,feces,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,31.78147,191.4166667,4.967140895,0.904236,134,-0.272,6517,9.162,-79.829,45,26.5272626,6.140230809,74.09269166,68.57155386,30.88968071,22.60280214,8.286878574,25.92798783,26.67289014,27.49274447,25.81265987,2476.016064,361.245632,18.116352,61.36874482,950.405632,97.065664,433.413952,865.389056,100,714.7650146,234,7,Adaptive
67.6.11.6.2014,1,large,bos taurus,fecal,herbivore,terrestrial,finland,artiodactyla,animalia,chordata,mammalia,bovidae,bos,finland,5,none,adult,captive,june,1,ethanol,DNeasy Powersoil,palearctic,42.52946,458.9230769,6.79210774,0.976604,257,-0.278,79,60.169877,24.93839,102,5.508017655,6.180005754,21.82340331,801.3259746,19.08623638,-9.228803432,28.31503981,11.00650212,3.73712868,15.81160587,-3.797727382,625.6979155,75.154096,32,29.46910367,209.862071,104.7809903,186.2687635,133.8262605,0,85.5062027,44,9,Adaptive
49.5.11.6.2014,1,large,bos taurus,fecal,herbivore,terrestrial,finland,artiodactyla,animalia,chordata,mammalia,bovidae,bos,finland,5,none,adult,captive,june,1,ethanol,DNeasy Powersoil,palearctic,42.34171,380.0169492,6.760829234,0.97517,259,-0.278,50,60.169877,24.93839,102,5.508017655,6.180005754,21.82340331,801.3259746,19.08623638,-9.228803432,28.31503981,11.00650212,3.73712868,15.81160587,-3.797727382,625.6979155,75.154096,32,29.46910367,209.862071,104.7809903,186.2687635,133.8262605,0,85.5062027,44,9,Adaptive
52.4.20.6.14,1,large,bos taurus,fecal,herbivore,terrestrial,finland,artiodactyla,animalia,chordata,mammalia,bovidae,bos,finland,5,none,adult,captive,june,1,ethanol,DNeasy Powersoil,palearctic,45.14498,465.1578947,6.730083593,0.9715,282,-0.278,58,60.169877,24.93839,102,5.508017655,6.180005754,21.82340331,801.3259746,19.08623638,-9.228803432,28.31503981,11.00650212,3.73712868,15.81160587,-3.797727382,625.6979155,75.154096,32,29.46910367,209.862071,104.7809903,186.2687635,133.8262605,0,85.5062027,44,9,Adaptive
33.8.20.6.2014,1,large,bos taurus,fecal,herbivore,terrestrial,finland,artiodactyla,animalia,chordata,mammalia,bovidae,bos,finland,5,none,adult,captive,june,1,ethanol,DNeasy Powersoil,palearctic,44.14574,442.5178571,6.889521536,0.97576,281,-0.278,41,60.169877,24.93839,102,5.508017655,6.180005754,21.82340331,801.3259746,19.08623638,-9.228803432,28.31503981,11.00650212,3.73712868,15.81160587,-3.797727382,625.6979155,75.154096,32,29.46910367,209.862071,104.7809903,186.2687635,133.8262605,0,85.5062027,44,9,Adaptive
43.8.20.6.2014,1,large,bos taurus,fecal,herbivore,terrestrial,finland,artiodactyla,animalia,chordata,mammalia,bovidae,bos,finland,5,none,adult,captive,june,1,ethanol,DNeasy Powersoil,palearctic,41.01377,343.3559322,6.401682659,0.96671,238,-0.278,48,60.169877,24.93839,102,5.508017655,6.180005754,21.82340331,801.3259746,19.08623638,-9.228803432,28.31503981,11.00650212,3.73712868,15.81160587,-3.797727382,625.6979155,75.154096,32,29.46910367,209.862071,104.7809903,186.2687635,133.8262605,0,85.5062027,44,9,Adaptive
74.4.20.6.14,1,large,bos taurus,fecal,herbivore,terrestrial,finland,artiodactyla,animalia,chordata,mammalia,bovidae,bos,finland,5,none,adult,captive,june,1,ethanol,DNeasy Powersoil,palearctic,44.10879,407.7575758,6.307811235,0.972548,216,-0.278,86,60.169877,24.93839,102,5.508017655,6.180005754,21.82340331,801.3259746,19.08623638,-9.228803432,28.31503981,11.00650212,3.73712868,15.81160587,-3.797727382,625.6979155,75.154096,32,29.46910367,209.862071,104.7809903,186.2687635,133.8262605,0,85.5062027,44,9,Adaptive
54.4.20.6.14,1,large,bos taurus,fecal,herbivore,terrestrial,finland,artiodactyla,animalia,chordata,mammalia,bovidae,bos,finland,5,none,adult,captive,june,1,ethanol,DNeasy Powersoil,palearctic,42.26064,365.4186047,6.394738354,0.972784,226,-0.278,63,60.169877,24.93839,102,5.508017655,6.180005754,21.82340331,801.3259746,19.08623638,-9.228803432,28.31503981,11.00650212,3.73712868,15.81160587,-3.797727382,625.6979155,75.154096,32,29.46910367,209.862071,104.7809903,186.2687635,133.8262605,0,85.5062027,44,9,Adaptive
2300.BB.05.colon,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,420,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,13.62388,25.75,2.521037542,0.712638,25,-0.278,949,47.48615,-93.60536,93,3.692185003,11.09000835,24.20741839,1243.352752,24.14245305,-21.66931142,45.81176448,18.1194014,-12.64614453,18.1194014,-12.64614453,696.0352797,108.6648,14,58.74858876,312.4875999,58.15668006,312.4875999,58.15668006,NA,57.4320984,44,9,Adaptive
2300.BB.4085.colon,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,348,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,12.99884,21,2.791700835,0.792698,21,-0.278,933,48.33121,-95.96523,96,3.366191587,10.85058082,23.19471004,1299.604745,24.63967042,-22.14159798,46.7812684,18.51247845,-13.54468281,18.51247845,-13.54468281,543.4946545,94.0084349,10,64.79110221,253.0593949,40.8429149,253.0593949,40.8429149,NA,0.222222,33,9,Adaptive
2300.BB.4085.anus,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,348,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,15.88398,59.42857143,1.313010388,0.334966,35,-0.278,932,48.33121,-95.96523,96,3.366191587,10.85058082,23.19471004,1299.604745,24.63967042,-22.14159798,46.7812684,18.51247845,-13.54468281,18.51247845,-13.54468281,543.4946545,94.0084349,10,64.79110221,253.0593949,40.8429149,253.0593949,40.8429149,NA,0.222222,33,9,Adaptive
2300.BB.4064.colon,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,359,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,13.53186,29,2.737151252,0.805192,19,-0.278,931,48.51552,-95.83894,98,2.931202491,11.34176698,24.10487119,1304.382045,23.82793846,-23.22243507,47.05037352,17.888007,-13.40866808,17.888007,-14.22853477,536.0659236,95.37248,10.91556091,66.26926465,255.74496,42.91556091,255.74496,42.91556091,0,6.8888898,33,9,Adaptive
2300.BB.4064.anus,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,359,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,12.46061,53,1.478115429,0.465338,20,-0.278,930,48.51552,-95.83894,98,2.931202491,11.34176698,24.10487119,1304.382045,23.82793846,-23.22243507,47.05037352,17.888007,-13.40866808,17.888007,-14.22853477,536.0659236,95.37248,10.91556091,66.26926465,255.74496,42.91556091,255.74496,42.91556091,0,6.8888898,33,9,Adaptive
2300.BB.12.colon,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,359,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,12.19983,19,2.552148219,0.69429,19,-0.278,929,48.51552,-95.83894,98,2.931202491,11.34176698,24.10487119,1304.382045,23.82793846,-23.22243507,47.05037352,17.888007,-13.40866808,17.888007,-14.22853477,536.0659236,95.37248,10.91556091,66.26926465,255.74496,42.91556091,255.74496,42.91556091,0,6.8888898,33,9,Adaptive
2300.BB.07.anus,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,342,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,19.87397,81.66666667,2.815890067,0.739598,51,-0.278,938,47.937,-95.986,94,3.846247464,11.5147196,24.22737533,1311.326698,25.0277107,-22.49945511,47.52716582,19.03971809,-13.32401792,19.03971809,-13.32401792,560.564096,93.324032,10.836032,64.0602713,261.684032,44.172032,261.684032,44.172032,0,3.50617,28,9,Adaptive
2300.BB.08.anus,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,342,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,13.43467,40,2.0499997,0.648828,25,-0.278,940,47.93713,-95.98628,95,3.846223244,11.51435412,24.2264429,1311.332144,25.02818894,-22.49929569,47.52748463,19.03989738,-13.3240484,19.03989738,-13.3240484,560.538212,93.32940401,10.83828401,64.06310462,261.676444,44.16756401,261.676444,44.16756401,0,3.50617,28,9,Adaptive
2300.BB.4067.anus,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,344,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,19.58361,63,2.663648764,0.6615,46,-0.278,924,48.4297,-96.28949,97,3.169874901,11.39995905,24.04742792,1311.319599,24.21726032,-23.18666657,47.40392689,18.24983548,-14.05363621,18.24983548,-14.05363621,516.5413187,92.32914067,11,64.24077242,239.46952,43,239.46952,43,0,18.2469006,28,9,Adaptive
2300.BB.15.anus,2,large,ursus americanus americanus,fecal,omnivore,terrestrial,usa,carnivora,animalia,chordata,mammalia,ursidae,ursus,usa,344,feces,adult,wild,december,2,direct_freeze,DNeasy Powersoil,palearctic,16.51084,60.11111111,2.516877468,0.71717,39,-0.278,922,48.4297,-96.28949,97,3.169874901,11.39995905,24.04742792,1311.319599,24.21726032,-23.18666657,47.40392689,18.24983548,-14.05363621,18.24983548,-14.05363621,516.5413187,92.32914067,11,64.24077242,239.46952,43,239.46952,43,0,18.2469006,28,9,Adaptive
