SampleID,cluster,bodymass,host_scientific_name,digestive_habitat_type,diet,surrounding_habitat,country,host_order,host_kingdom,host_phylum,host_class,host_family,host_genus,country,elevation_m,additional_microbial_habitat_info,lifestage,captive_wild,sampling_month,trophic_diet,preservation_method,extraction_method,biogeo_realm,PD_whole_tree,chao1,shannon,simpson,observed_otus,host_phylogeny_nDMSproxy,FID,latitiude,longitude,Site_ID,Bio1_2_5min,Bio2_2_5min,Bio3_2_5min,Bio4_2_5min,Bio5_2_5min,Bio6_2_5min,Bio7_2_5min,Bio8_2_5min,Bio9_2_5min,Bio10_2_5min,Bio11_2_5min,Bio12_2_5min,Bio13_2_5min,Bio14_2_5min,Bio15_2_5min,Bio16_2_5min,Bio17_2_5min,Bio18_2_5min,Bio19_2_5min,Vegetation_density,terrain_complexity,NDVI_Modis_1_mar.2018,Immune_Complexity_Ordinal,Immune_Complexity_Binary
1773.Columb.passer2.lgi,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,23.30678,83.66666667,3.814778201,0.880636,58,-0.276,6144,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer5.lgi,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,22.24449,107.3529412,2.547661071,0.507104,80,-0.276,6155,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer4,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,36.63367,262.8484848,5.771347108,0.932216,181,-0.276,6149,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer5.gizz,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,34.41346,222.9565217,6.340009883,0.981676,156,-0.276,6154,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer1,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,12.91754,14.33333333,0.587848796,0.180226,11,-0.276,6134,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer6.lgi,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,25.13041,124.4,3.479947774,0.802134,80,-0.276,6159,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer1.ugi,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,12.6084,48.33333333,0.651443011,0.204184,18,-0.276,6137,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer8.crop,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,july,1,direct_freeze,DNeasy Powersoil,neotropic,23.37059,116.75,4.431773593,0.920492,78,-0.276,6165,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.passer1.gizz,3,small,columbina passerina,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,146,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,24.20268,129.3125,3.153890665,0.741444,83,-0.276,6136,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Columb.talpa6.lgi,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,21.11163,112.375,3.017741782,0.674662,73,-0.276,6355,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Columb.talpa2.gizz,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,24.0147,159.1363636,4.469359698,0.83188,120,-0.276,6338,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Columb.talpa3.lgi,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,28.80801,177.4347826,5.966502147,0.970328,140,-0.276,6343,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Columb.talpa5.ugi,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,20.27186,149.75,3.821498525,0.863484,71,-0.276,6352,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Columb.talpa6.gizz,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,26.82334,177,5.999596753,0.972866,144,-0.276,6354,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Columb.talpa6.ugi,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,22.2334,182.3333333,3.997681757,0.875246,82,-0.276,6356,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Columb.talpa3.crop,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,17.22158,38,3.356642357,0.843026,33,-0.276,6341,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Columb.talpa5.crop,3,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,17.07542,62,3.499715101,0.831684,40,-0.276,6349,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1773.Rhamp.carbo1.lgi,3,small,ramphocelus carbo,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,ramphocelus,venezuela,152,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,11.3298,38,0.332962368,0.060984,23,-0.276,6713,6.07,-61.468889,42,24.99440523,9.704100036,83.97570153,48.03047393,30.83694063,19.28126739,11.55567323,24.75851583,24.65984022,25.49526868,24.46092965,1974.79519,318.5872298,56.48750464,50.32194341,839.7937469,217.5227488,446.8182598,250.9873738,91,34652.19922,238,9,Adaptive
1773.Rhamp.carbo1.ugi,3,small,ramphocelus carbo,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,ramphocelus,venezuela,152,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,10.88829,62.5,0.209744148,0.037612,17,-0.276,6714,6.07,-61.468889,42,24.99440523,9.704100036,83.97570153,48.03047393,30.83694063,19.28126739,11.55567323,24.75851583,24.65984022,25.49526868,24.46092965,1974.79519,318.5872298,56.48750464,50.32194341,839.7937469,217.5227488,446.8182598,250.9873738,91,34652.19922,238,9,Adaptive
1773.Rhamp.carbo2.ugi,3,small,ramphocelus carbo,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,ramphocelus,venezuela,152,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,18.12873,113.6,1.661716647,0.329726,64,-0.276,6717,6.07,-61.468889,42,24.99440523,9.704100036,83.97570153,48.03047393,30.83694063,19.28126739,11.55567323,24.75851583,24.65984022,25.49526868,24.46092965,1974.79519,318.5872298,56.48750464,50.32194341,839.7937469,217.5227488,446.8182598,250.9873738,91,34652.19922,238,9,Adaptive
1773.Rhamp.carbo2.gizz,3,small,ramphocelus carbo,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,ramphocelus,venezuela,152,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,20.32775,126.5517241,2.998770842,0.581084,101,-0.276,6715,6.07,-61.468889,42,24.99440523,9.704100036,83.97570153,48.03047393,30.83694063,19.28126739,11.55567323,24.75851583,24.65984022,25.49526868,24.46092965,1974.79519,318.5872298,56.48750464,50.32194341,839.7937469,217.5227488,446.8182598,250.9873738,91,34652.19922,238,9,Adaptive
1773.Rhamp.carbo1.gizz,3,small,ramphocelus carbo,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,ramphocelus,venezuela,152,excreta,adult,wild,january,1,direct_freeze,DNeasy Powersoil,neotropic,17.17416,99.125,0.556413711,0.099322,41,-0.276,6712,6.07,-61.468889,42,24.99440523,9.704100036,83.97570153,48.03047393,30.83694063,19.28126739,11.55567323,24.75851583,24.65984022,25.49526868,24.46092965,1974.79519,318.5872298,56.48750464,50.32194341,839.7937469,217.5227488,446.8182598,250.9873738,91,34652.19922,238,9,Adaptive
1773.Rhamp.carbo3.ugi,3,small,ramphocelus carbo,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,ramphocelus,venezuela,1240,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,24.49358,149.3846154,3.901059495,0.739712,113,-0.276,6598,8.878333,-70.491111,43,22.55862763,9.155690308,90.62757106,33.25162089,27.43243853,17.32966084,10.10277768,22.73912701,22.37928183,22.86922634,22.10597123,1481.776124,195.6531493,37.02545909,47.23923526,566.5424202,130.5287004,374.881458,189.1582353,0,3.24E+05,233,9,Adaptive
1773.Salt.max4.ugi,3,small,saltator maximus,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,cardinalidae,saltator,venezuela,1240,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,24.82448,152.3333333,5.650547961,0.961776,124,-0.276,6604,8.878333,-70.491111,43,22.55862763,9.155690308,90.62757106,33.25162089,27.43243853,17.32966084,10.10277768,22.73912701,22.37928183,22.86922634,22.10597123,1481.776124,195.6531493,37.02545909,47.23923526,566.5424202,130.5287004,374.881458,189.1582353,0,3.24E+05,233,9,Adaptive
1773.Salt.max3.gizz,3,small,saltator maximus,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,cardinalidae,saltator,venezuela,1240,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,23.72272,129.047619,5.116430787,0.903014,117,-0.276,6599,8.878333,-70.491111,43,22.55862763,9.155690308,90.62757106,33.25162089,27.43243853,17.32966084,10.10277768,22.73912701,22.37928183,22.86922634,22.10597123,1481.776124,195.6531493,37.02545909,47.23923526,566.5424202,130.5287004,374.881458,189.1582353,0,3.24E+05,233,9,Adaptive
1773.Salt.max4.lgi,3,small,saltator maximus,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,cardinalidae,saltator,venezuela,1240,excreta,adult,wild,march,1,direct_freeze,DNeasy Powersoil,neotropic,19.28295,106.7142857,4.021742333,0.794476,90,-0.276,6603,8.878333,-70.491111,43,22.55862763,9.155690308,90.62757106,33.25162089,27.43243853,17.32966084,10.10277768,22.73912701,22.37928183,22.86922634,22.10597123,1481.776124,195.6531493,37.02545909,47.23923526,566.5424202,130.5287004,374.881458,189.1582353,0,3.24E+05,233,9,Adaptive
1773.Salt.max1.lgi,3,small,saltator maximus,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,cardinalidae,saltator,venezuela,1360,excreta,adult,wild,november,1,direct_freeze,DNeasy Powersoil,neotropic,8.5223,3,0.837719474,0.386278,3,-0.276,6399,9.961667,-68.671944,49,21.48202346,9.558821658,83.91628333,44.94664417,27.07794299,15.68708859,11.39085441,21.59653412,21.08170261,21.92479053,20.85368354,1084.953578,168.6607863,16.94025899,59.24426944,455.5652064,57.35654651,263.1390094,81.01305301,10,21560.5,218,9,Adaptive
1773.Thraupis.palm1.lgi,3,small,thraupis palmarum,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,thraupis,venezuela,139,excreta,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,24.34306,139.5,5.77697389,0.967572,126,-0.276,6182,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Thraupis.palm1.ugi,3,small,thraupis palmarum,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,thraupis,venezuela,139,excreta,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,22.17335,127.7142857,4.361209212,0.836308,101,-0.276,6183,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Thraupis.palm1.gizz,3,small,thraupis palmarum,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,thraupidae,thraupis,venezuela,139,excreta,adult,wild,may,1,direct_freeze,DNeasy Powersoil,neotropic,25.78578,155,5.887677831,0.967862,126,-0.276,6181,11.035278,-63.845556,58,26.98838928,7.303580712,76.40690692,79.51928279,31.72485922,22.16627544,9.558583785,27.41441194,26.41240092,27.75976874,25.87697627,882.1122136,116.259621,23.46502585,47.23943353,321.613792,79.17841785,269.7904369,175.3940258,75,13283.7998,223,9,Adaptive
1773.Turdus.oliv1.lgi,3,small,turdus olivater,fecal,omnivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,turdidae,turdus,venezuela,1360,excreta,adult,wild,november,2,direct_freeze,DNeasy Powersoil,neotropic,11.46037,33,1.658579036,0.526558,18,-0.276,6405,9.961667,-68.671944,49,21.48202346,9.558821658,83.91628333,44.94664417,27.07794299,15.68708859,11.39085441,21.59653412,21.08170261,21.92479053,20.85368354,1084.953578,168.6607863,16.94025899,59.24426944,455.5652064,57.35654651,263.1390094,81.01305301,10,21560.5,218,9,Adaptive
1773.Turdus.oliv2.ugi,3,small,turdus olivater,fecal,omnivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,turdidae,turdus,venezuela,1680,excreta,adult,wild,november,2,direct_freeze,DNeasy Powersoil,neotropic,23.48255,116.1304348,5.41052908,0.954034,107,-0.276,6373,10.399444,-66.978889,50,18.96014075,10.40329894,82.02708279,81.60148363,25.18441465,12.50200273,12.68241191,19.38148042,17.88003405,19.61103707,17.78242165,1061.349388,156.4654303,17.70276252,56.53956817,439.7196264,69.31852043,342.7679045,115.1881457,17,12215.40039,175,9,Adaptive
1773.Turdus.oliv2.lgi,3,small,turdus olivater,fecal,omnivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,turdidae,turdus,venezuela,1680,excreta,adult,wild,november,2,direct_freeze,DNeasy Powersoil,neotropic,23.48392,147.9375,4.249297751,0.844238,104,-0.276,6372,10.399444,-66.978889,50,18.96014075,10.40329894,82.02708279,81.60148363,25.18441465,12.50200273,12.68241191,19.38148042,17.88003405,19.61103707,17.78242165,1061.349388,156.4654303,17.70276252,56.53956817,439.7196264,69.31852043,342.7679045,115.1881457,17,12215.40039,175,9,Adaptive
1773.Turdus.oliv2.gizz,3,small,turdus olivater,fecal,omnivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,turdidae,turdus,venezuela,1680,excreta,adult,wild,november,2,direct_freeze,DNeasy Powersoil,neotropic,19.70245,136.5,1.47995045,0.285088,72,-0.276,6371,10.399444,-66.978889,50,18.96014075,10.40329894,82.02708279,81.60148363,25.18441465,12.50200273,12.68241191,19.38148042,17.88003405,19.61103707,17.78242165,1061.349388,156.4654303,17.70276252,56.53956817,439.7196264,69.31852043,342.7679045,115.1881457,17,12215.40039,175,9,Adaptive
1734.BD.NBS1059,3,small,lophostoma evotis,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,lophostoma,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,28.52967,217.8666667,4.787028896,0.870218,126,-0.278,5855,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.NBS1054,3,small,micronycteris microtis,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,micronycteris,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,18.51555,62.125,3.998545954,0.90387,49,-0.278,5853,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.NBS1055,3,small,pteronotus davyi,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,pteronotus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,26.63761,155.6153846,5.683161164,0.963232,115,-0.278,5854,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD509,3,small,saccopteryx bilineata,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,emballonuridae,saccopteryx,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,11.92786,55,2.182011541,0.691294,19,-0.278,5848,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
SRR2121109,3,small,myodes glareolus,forgut,herbivore,terrestrial,poland,rodentia,animalia,chordata,mammalia,cricetidae,myodes,poland,220,none,adult,wild,september,1,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,palearctic,16.17607,86,3.97622437,0.895128,52,-0.278,835,50.06139,19.93831,99,9.112585551,8.702535217,28.63618315,789.085486,23.02715985,-7.362989706,30.39014955,18.64200342,0.582401966,18.64200342,-0.85771216,687.3759788,99.07375576,31.27355788,40.29529724,271.6669515,104.0276758,271.6669515,107.3268379,35,157.2839966,96,9,Adaptive
1773.Columb.talpa2.crop,4,small,columbina talpacoti,fecal,herbivore,terrestrial,venezuela,columbiformes,animalia,chordata,aves,columbidae,columbina,venezuela,946,excreta,adult,wild,february,1,direct_freeze,DNeasy Powersoil,neotropic,13.9577,69,2.053904799,0.64552,29,-0.276,6337,10.461667,-66.839444,52,20.54850341,9.88146359,80.75917994,83.11006872,26.50081951,14.26541216,12.23540735,20.93149712,19.5402327,21.24260297,19.34203906,1023.327033,147.3454029,17.90825835,54.23767784,415.4101099,74.54832235,281.4540585,122.7049071,0,53680.69922,111,9,Adaptive
1734.LD.QCAZ.M51309,4,small,choeroniscus minor,fecal,herbivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,choeroniscus,ecuador,1277,feces,adult,wild,august,1,direct_freeze,DNeasy Powersoil,neotropic,16.46469,58.71428571,2.627031845,0.674396,49,-0.278,6977,-0.693,-77.818,32,19.81674749,9.009215432,89.210329,31.40558819,24.73045552,14.63149276,10.09896276,19.45498807,19.96309874,20.09860258,19.32217292,3419.9904,396.704576,189.753728,24.54065641,1129.569152,610.868608,687.326912,1022.82912,61,76707.70313,243,9,Adaptive
ERR1697562,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,9.79996,12,2.579505348,0.789686,12,-0.278,1938,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697609,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,8.24713,6,1.985888762,0.700586,6,-0.278,1985,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697655,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,10.88365,11,3.347755563,0.893348,11,-0.278,2031,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697683,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,16.92109,35,4.901859044,0.960758,35,-0.278,2059,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697659,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,10.91867,13,3.321381748,0.87099,13,-0.278,2035,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697554,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,8.68368,8,2.593772135,0.801272,8,-0.278,1930,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
